option_id,option_text_en,option_order,option_explanation_text_en,is_correct,question_id,answer_id,result_id,user_id,topic_id,legal_topic_mapping_id,option_explanation_text_en_ms,option_explanation_text_en_ne,option_explanation_text_en_bn,option_explanation_text_en_hi
198,"RM2,000 fine or up to 3 months jail",B,"Correct - Fines up to RM2,000 or jail up to 3 months.",True,59,,,,8,50,"Betul - Denda sehingga RM2,000 atau penjara sehingga 3 bulan.","सही - rm2,000 सम्म rm2,000 सम्म जेलमा।","সঠিক - আরএম 2,000 বা 3 মাস পর্যন্ত জেল পর্যন্ত জরিমানা।","सही - RM2,000 या 3 महीने तक की जेल तक जुर्माना।"
199,Only warning,C,"Incorrect - Fines up to RM2,000 or jail up to 3 months.",False,59,,,,8,50,"Tidak betul - Denda sehingga RM2,000 atau penjara sehingga 3 bulan.","गलत - rm2,000 सम्म rm2,000 सम्म जेलमा।","ভুল - আরএম 2,000 বা 3 মাস পর্যন্ত জেল পর্যন্ত জরিমানা।","गलत - RM2,000 तक का जुर्माना या 3 महीने तक की जेल।"
200,RM500 fine,D,"Incorrect - Fines up to RM2,000 or jail up to 3 months.",False,59,,,,8,50,"Tidak betul - Denda sehingga RM2,000 atau penjara sehingga 3 bulan.","गलत - rm2,000 सम्म rm2,000 सम्म जेलमा।","ভুল - আরএম 2,000 বা 3 মাস পর্যন্ত জেল পর্যন্ত জরিমানা।","गलत - RM2,000 तक का जुर्माना या 3 महीने तक की जेल।"
201,10 workers,A,Incorrect - Required for 40 or more workers or if directed.,False,60,,,,8,52,Tidak betul - diperlukan untuk 40 atau lebih pekerja atau jika diarahkan.,गलत - 400 वा अधिक कामदारहरूको लागि आवश्यक छ वा निर्देशन गरिएको छ भने।,ভুল - 40 বা ততোধিক কর্মীদের জন্য প্রয়োজনীয় বা যদি নির্দেশিত হয়।,गलत - 40 या अधिक श्रमिकों के लिए आवश्यक है या यदि निर्देशित किया गया है।
202,20 workers,B,Incorrect - Required for 40 or more workers or if directed.,False,60,,,,8,52,Tidak betul - diperlukan untuk 40 atau lebih pekerja atau jika diarahkan.,गलत - 400 वा अधिक कामदारहरूको लागि आवश्यक छ वा निर्देशन गरिएको छ भने।,ভুল - 40 বা ততোধিক কর্মীদের জন্য প্রয়োজনীয় বা যদি নির্দেশিত হয়।,गलत - 40 या अधिक श्रमिकों के लिए आवश्यक है या यदि निर्देशित किया गया है।
203,40 workers,C,Correct - Required for 40 or more workers or if directed.,True,60,,,,8,52,Betul - diperlukan untuk 40 atau lebih pekerja atau jika diarahkan.,सही - 400 वा बढी कामदारहरूको लागि आवश्यक छ वा निर्देशन गरिएको छ भने।,সঠিক - 40 বা ততোধিক শ্রমিকের জন্য প্রয়োজনীয় বা যদি নির্দেশিত হয়।,सही - 40 या अधिक श्रमिकों के लिए आवश्यक है या यदि निर्देशित किया गया है।
204,100 workers,D,Incorrect - Required for 40 or more workers or if directed.,False,60,,,,8,52,Tidak betul - diperlukan untuk 40 atau lebih pekerja atau jika diarahkan.,गलत - 400 वा अधिक कामदारहरूको लागि आवश्यक छ वा निर्देशन गरिएको छ भने।,ভুল - 40 বা ততোধিক কর্মীদের জন্য প্রয়োজনীয় বা যদি নির্দেশিত হয়।,गलत - 40 या अधिक श्रमिकों के लिए आवश्यक है या यदि निर्देशित किया गया है।
205,Employer,A,Correct - Employer must notify the nearest OSH office.,True,61,,,,8,53,Betul - Majikan mesti memberitahu pejabat OSH terdekat.,सहि - रोजगारदाताले नजिकको ओएसएच कार्यालयलाई सूचित गर्नुपर्दछ।,সঠিক - নিয়োগকর্তাকে অবশ্যই নিকটতম ওএসএইচ অফিসকে অবহিত করতে হবে।,सही - नियोक्ता को निकटतम OSH कार्यालय को सूचित करना चाहिए।
206,Worker,B,Incorrect - Employer must notify the nearest OSH office.,False,61,,,,8,53,Tidak betul - Majikan mesti memaklumkan pejabat OSH yang terdekat.,गलत - नियोक्ताले नजिकको ओएसएफ अफिस सूचित गर्नुपर्दछ।,ভুল - নিয়োগকর্তাকে অবশ্যই নিকটতম ওএসএইচ অফিসকে অবহিত করতে হবে।,गलत - नियोक्ता को निकटतम OSH कार्यालय को सूचित करना चाहिए।
207,Police,C,Incorrect - Employer must notify the nearest OSH office.,False,61,,,,8,53,Tidak betul - Majikan mesti memaklumkan pejabat OSH yang terdekat.,गलत - नियोक्ताले नजिकको ओएसएफ अफिस सूचित गर्नुपर्दछ।,ভুল - নিয়োগকর্তাকে অবশ্যই নিকটতম ওএসএইচ অফিসকে অবহিত করতে হবে।,गलत - नियोक्ता को निकटतम OSH कार्यालय को सूचित करना चाहिए।
208,Nobody,D,Incorrect - Employer must notify the nearest OSH office.,False,61,,,,8,53,Tidak betul - Majikan mesti memaklumkan pejabat OSH yang terdekat.,गलत - नियोक्ताले नजिकको ओएसएफ अफिस सूचित गर्नुपर्दछ।,ভুল - নিয়োগকর্তাকে অবশ্যই নিকটতম ওএসএইচ অফিসকে অবহিত করতে হবে।,गलत - नियोक्ता को निकटतम OSH कार्यालय को सूचित करना चाहिए।
209,Yes,A,Incorrect - Employers must take fire safety measures.,False,62,,,,8,48,Tidak betul - Majikan mesti mengambil langkah keselamatan kebakaran.,गलत - रोजगारदाताहरूले फायर सुरक्षा उपायहरू लिनु पर्छ।,ভুল - নিয়োগকারীদের অবশ্যই আগুন সুরক্ষা ব্যবস্থা গ্রহণ করতে হবে।,गलत - नियोक्ताओं को अग्नि सुरक्षा उपाय करना होगा।
210,No,B,Correct - Employers must take fire safety measures.,True,62,,,,8,48,Betul - Majikan mesti mengambil langkah keselamatan kebakaran.,सही - रोजगारदाताहरूले फायर सुरक्षाको उपायहरू लिनुपर्दछ।,সঠিক - নিয়োগকারীদের অবশ্যই আগুন সুরক্ষা ব্যবস্থা নিতে হবে।,सही - नियोक्ताओं को अग्नि सुरक्षा उपाय करना चाहिए।
211,Payroll only,A,Incorrect - A written safety and health policy must be prepared and communicated.,False,63,,,,8,51,Tidak betul - Dasar keselamatan dan kesihatan bertulis mesti disediakan dan disampaikan.,गलत - लिखित सुरक्षा र स्वास्थ्य नीति तयार र कुराकानी गर्नै पर्छ।,ভুল - একটি লিখিত সুরক্ষা এবং স্বাস্থ্য নীতি অবশ্যই প্রস্তুত এবং যোগাযোগ করতে হবে।,गलत - एक लिखित सुरक्षा और स्वास्थ्य नीति तैयार की जानी चाहिए और संप्रेषित होना चाहिए।
212,Written safety & health policy,B,Correct - A written safety and health policy must be prepared and communicated.,True,63,,,,8,51,Betul - Dasar keselamatan dan kesihatan bertulis mesti disediakan dan disampaikan.,सही - लिखित सुरक्षा र स्वास्थ्य नीति तयार र कुराकानी गर्नै पर्छ।,সঠিক - একটি লিখিত সুরক্ষা এবং স্বাস্থ্য নীতি অবশ্যই প্রস্তুত এবং যোগাযোগ করতে হবে।,सही - एक लिखित सुरक्षा और स्वास्थ्य नीति तैयार की जानी चाहिए और संप्रेषित होना चाहिए।
213,No documents,C,Incorrect - A written safety and health policy must be prepared and communicated.,False,63,,,,8,51,Tidak betul - Dasar keselamatan dan kesihatan bertulis mesti disediakan dan disampaikan.,गलत - लिखित सुरक्षा र स्वास्थ्य नीति तयार र कुराकानी गर्नै पर्छ।,ভুল - একটি লিখিত সুরক্ষা এবং স্বাস্থ্য নীতি অবশ্যই প্রস্তুত এবং যোগাযোগ করতে হবে।,गलत - एक लिखित सुरक्षा और स्वास्थ्य नीति तैयार की जानी चाहिए और संप्रेषित होना चाहिए।
214,Advertising plan,D,Incorrect - A written safety and health policy must be prepared and communicated.,False,63,,,,8,51,Tidak betul - Dasar keselamatan dan kesihatan bertulis mesti disediakan dan disampaikan.,गलत - लिखित सुरक्षा र स्वास्थ्य नीति तयार र कुराकानी गर्नै पर्छ।,ভুল - একটি লিখিত সুরক্ষা এবং স্বাস্থ্য নীতি অবশ্যই প্রস্তুত এবং যোগাযোগ করতে হবে।,गलत - एक लिखित सुरक्षा और स्वास्थ्य नीति तैयार की जानी चाहिए और संप्रेषित होना चाहिए।
215,Do nothing,A,Incorrect - Provide place for safe segregation and bear maintenance/treatment costs as directed.,False,64,,,,8,54,Tidak betul - Menyediakan tempat untuk pemisahan selamat dan kos penyelenggaraan/rawatan seperti yang diarahkan.,गलत - सुरक्षित विभाजनको लागि ठाउँ प्रदान गर्नुहोस् र गाईवस्तुको लागि निर्देशन दिनुहोस्।,ভুল - নির্দেশিত হিসাবে নিরাপদ বিভাজন এবং ভালুক রক্ষণাবেক্ষণ/চিকিত্সা ব্যয়ের জন্য স্থান সরবরাহ করুন।,गलत - सुरक्षित अलगाव के लिए जगह प्रदान करें और निर्देशित के रूप में रखरखाव/उपचार लागत को सहन करें।
216,Provide segregation and pay costs as directed,B,Correct - Provide place for safe segregation and bear maintenance/treatment costs as directed.,True,64,,,,8,54,Betul - Menyediakan tempat untuk pemisahan selamat dan menanggung kos penyelenggaraan/rawatan seperti yang diarahkan.,सहि - सुरक्षित विभाजन सुरक्षित र लिभ रसानको लागि प्रदान गर्नुहोस् निर्देशित रूपमा।,সঠিক - নির্দেশিত হিসাবে নিরাপদ বিভাজন এবং ভালুক রক্ষণাবেক্ষণ/চিকিত্সা ব্যয়ের জন্য স্থান সরবরাহ করুন।,सही - सुरक्षित अलगाव के लिए जगह प्रदान करें और निर्देशित के रूप में रखरखाव/उपचार लागत को सहन करें।
217,Close business only,C,Incorrect - Provide place for safe segregation and bear maintenance/treatment costs as directed.,False,64,,,,8,54,Tidak betul - Menyediakan tempat untuk pemisahan selamat dan kos penyelenggaraan/rawatan seperti yang diarahkan.,गलत - सुरक्षित विभाजनको लागि ठाउँ प्रदान गर्नुहोस् र गाईवस्तुको लागि निर्देशन दिनुहोस्।,ভুল - নির্দেশিত হিসাবে নিরাপদ বিভাজন এবং ভালুক রক্ষণাবেক্ষণ/চিকিত্সা ব্যয়ের জন্য স্থান সরবরাহ করুন।,गलत - सुरक्षित अलगाव के लिए जगह प्रदान करें और निर्देशित के रूप में रखरखाव/उपचार लागत को सहन करें।
218,Ask workers to stay home without pay,D,Incorrect - Provide place for safe segregation and bear maintenance/treatment costs as directed.,False,64,,,,8,54,Tidak betul - Menyediakan tempat untuk pemisahan selamat dan kos penyelenggaraan/rawatan seperti yang diarahkan.,गलत - सुरक्षित विभाजनको लागि ठाउँ प्रदान गर्नुहोस् र गाईवस्तुको लागि निर्देशन दिनुहोस्।,ভুল - নির্দেশিত হিসাবে নিরাপদ বিভাজন এবং ভালুক রক্ষণাবেক্ষণ/চিকিত্সা ব্যয়ের জন্য স্থান সরবরাহ করুন।,गलत - सुरक्षित अलगाव के लिए जगह प्रदान करें और निर्देशित के रूप में रखरखाव/उपचार लागत को सहन करें।
219,60,A,Incorrect - 98 consecutive days; allowance subject to qualifying conditions.,False,65,,,,9,55,Tidak betul - 98 hari berturut -turut; Elaun tertakluk kepada keadaan yang layak.,गलत - 98 लगातार दिन; भत्तालाई योग्यता सर्तहरूको लागि।,ভুল - টানা 98 দিন; ভাতা যোগ্যতার শর্ত সাপেক্ষে।,गलत - 98 लगातार दिन; योग्यता शर्तों के अधीन भत्ता।
220,90,B,Incorrect - 98 consecutive days; allowance subject to qualifying conditions.,False,65,,,,9,55,Tidak betul - 98 hari berturut -turut; Elaun tertakluk kepada keadaan yang layak.,गलत - 98 लगातार दिन; भत्तालाई योग्यता सर्तहरूको लागि।,ভুল - টানা 98 দিন; ভাতা যোগ্যতার শর্ত সাপেক্ষে।,गलत - 98 लगातार दिन; योग्यता शर्तों के अधीन भत्ता।
221,98,C,Correct - 98 consecutive days; allowance subject to qualifying conditions.,True,65,,,,9,55,Betul - 98 hari berturut -turut; Elaun tertakluk kepada keadaan yang layak.,सही - 98 लगातार। भत्तालाई योग्यता सर्तहरूको लागि।,সঠিক - টানা 98 দিন; ভাতা যোগ্যতার শর্ত সাপেক্ষে।,सही - 98 लगातार दिन; योग्यता शर्तों के अधीन भत्ता।
222,100,D,Incorrect - 98 consecutive days; allowance subject to qualifying conditions.,False,65,,,,9,55,Tidak betul - 98 hari berturut -turut; Elaun tertakluk kepada keadaan yang layak.,गलत - 98 लगातार दिन; भत्तालाई योग्यता सर्तहरूको लागि।,ভুল - টানা 98 দিন; ভাতা যোগ্যতার শর্ত সাপেক্ষে।,गलत - 98 लगातार दिन; योग्यता शर्तों के अधीन भत्ता।
223,3,A,Incorrect - 7 consecutive days for eligible married male employees.,False,66,,,,9,60,Tidak betul - 7 hari berturut -turut untuk pekerja lelaki yang sudah berkahwin.,गलत - consent लगातार विवाहित पुरुष कर्मचारीहरूको लगातार।,ভুল - যোগ্য বিবাহিত পুরুষ কর্মীদের জন্য টানা 7 দিন।,गलत - पात्र विवाहित पुरुष कर्मचारियों के लिए लगातार 7 दिन।
224,5,B,Incorrect - 7 consecutive days for eligible married male employees.,False,66,,,,9,60,Tidak betul - 7 hari berturut -turut untuk pekerja lelaki yang sudah berkahwin.,गलत - consent लगातार विवाहित पुरुष कर्मचारीहरूको लगातार।,ভুল - যোগ্য বিবাহিত পুরুষ কর্মীদের জন্য টানা 7 দিন।,गलत - पात्र विवाहित पुरुष कर्मचारियों के लिए लगातार 7 दिन।
225,7,C,Correct - 7 consecutive days for eligible married male employees.,True,66,,,,9,60,Betul - 7 hari berturut -turut untuk pekerja lelaki yang sudah berkahwin.,सहि - char लगातार विवाहित पुरुष कर्मचारीहरूको लागि लगातार दिनहरू।,সঠিক - যোগ্য বিবাহিত পুরুষ কর্মীদের জন্য টানা 7 দিন।,सही - पात्र विवाहित पुरुष कर्मचारियों के लिए लगातार 7 दिन।
226,10,D,Incorrect - 7 consecutive days for eligible married male employees.,False,66,,,,9,60,Tidak betul - 7 hari berturut -turut untuk pekerja lelaki yang sudah berkahwin.,गलत - consent लगातार विवाहित पुरुष कर्मचारीहरूको लगातार।,ভুল - যোগ্য বিবাহিত পুরুষ কর্মীদের জন্য টানা 7 দিন।,गलत - पात्र विवाहित पुरुष कर्मचारियों के लिए लगातार 7 दिन।
227,8,A,Incorrect - At least 11 paid public holidays.,False,67,,,,9,57,Tidak betul - Sekurang -kurangnya 11 cuti umum yang dibayar.,गलत - कम्तिमा 11 भुक्तान गरिएको सार्वजनिक बिदाहरू।,ভুল - কমপক্ষে 11 জন পাবলিক ছুটির দিনে অর্থ প্রদান করা হয়েছে।,गलत - कम से कम 11 ने सार्वजनिक अवकाश का भुगतान किया।
228,10,B,Incorrect - At least 11 paid public holidays.,False,67,,,,9,57,Tidak betul - Sekurang -kurangnya 11 cuti umum yang dibayar.,गलत - कम्तिमा 11 भुक्तान गरिएको सार्वजनिक बिदाहरू।,ভুল - কমপক্ষে 11 জন পাবলিক ছুটির দিনে অর্থ প্রদান করা হয়েছে।,गलत - कम से कम 11 ने सार्वजनिक अवकाश का भुगतान किया।
229,11,C,Correct - At least 11 paid public holidays.,True,67,,,,9,57,Betul - sekurang -kurangnya 11 cuti umum yang dibayar.,सही - कम्तिमा 11 भुक्तान गरिएको सार्वजनिक बिदाहरू।,সঠিক - কমপক্ষে 11 পেড পাবলিক ছুটি।,सही - कम से कम 11 भुगतान सार्वजनिक अवकाश।
230,12,D,Incorrect - At least 11 paid public holidays.,False,67,,,,9,57,Tidak betul - Sekurang -kurangnya 11 cuti umum yang dibayar.,गलत - कम्तिमा 11 भुक्तान गरिएको सार्वजनिक बिदाहरू।,ভুল - কমপক্ষে 11 জন পাবলিক ছুটির দিনে অর্থ প্রদান করা হয়েছে।,गलत - कम से कम 11 ने सार्वजनिक अवकाश का भुगतान किया।
231,12 days,A,Incorrect - 16 days per 12 months.,False,68,,,,9,58,Tidak betul - 16 hari setiap 12 bulan.,गलत - 1 16 दिन प्रति 12 महिना।,ভুল - 12 মাসে প্রতি 16 দিন।,गलत - 16 दिन प्रति 12 महीने।
232,14 days,B,Incorrect - 16 days per 12 months.,False,68,,,,9,58,Tidak betul - 16 hari setiap 12 bulan.,गलत - 1 16 दिन प्रति 12 महिना।,ভুল - 12 মাসে প্রতি 16 দিন।,गलत - 16 दिन प्रति 12 महीने।
233,16 days,C,Correct - 16 days per 12 months.,True,68,,,,9,58,Betul - 16 hari setiap 12 bulan.,सही - 1 16 दिन प्रति 12 महिना।,সঠিক - প্রতি 12 মাসে 16 দিন।,सही - 16 दिन प्रति 12 महीने।
234,18 days,D,Incorrect - 16 days per 12 months.,False,68,,,,9,58,Tidak betul - 16 hari setiap 12 bulan.,गलत - 1 16 दिन प्रति 12 महिना।,ভুল - 12 মাসে প্রতি 16 দিন।,गलत - 16 दिन प्रति 12 महीने।
235,Yes,A,Incorrect - It's an offence; court can order payment/penalties.,False,69,,,,9,61,Tidak betul - ia adalah kesalahan; Mahkamah boleh memerintahkan pembayaran/penalti.,गलत - यो एक अपराध हो; अदालतले भुक्तानी / दण्ड प्रदान गर्न सक्दछ।,ভুল - এটি একটি অপরাধ; আদালত অর্থ প্রদান/জরিমানা অর্ডার করতে পারে।,गलत - यह एक अपराध है; अदालत भुगतान/दंड का आदेश दे सकती है।
236,No,B,Correct - It's an offence; court can order payment/penalties.,True,69,,,,9,61,Betul - itu adalah kesalahan; Mahkamah boleh memerintahkan pembayaran/penalti.,सही - यो एक अपराध हो; अदालतले भुक्तानी / दण्ड प्रदान गर्न सक्दछ।,সঠিক - এটি একটি অপরাধ; আদালত অর্থ প্রদান/জরিমানা অর্ডার করতে পারে।,सही - यह एक अपराध है; अदालत भुगतान/दंड का आदेश दे सकती है।
237,No extra pay,A,Incorrect - Compensation depends on pay basis; exceeding half normal hours triggers higher pay.,False,70,,,,9,56,Tidak betul - Pampasan bergantung kepada asas gaji; melebihi setengah jam biasa mencetuskan gaji yang lebih tinggi.,गलत - क्षतिपूर्ति भुक्तानी आधारमा निर्भर गर्दछ; आधा सामान्य घण्टा भन्दा बढी कम तलब।,ভুল - ক্ষতিপূরণ বেতন ভিত্তির উপর নির্ভর করে; অর্ধেক স্বাভাবিক ঘন্টা ছাড়িয়ে উচ্চ বেতনের ট্রিগার করে।,गलत - मुआवजा वेतन के आधार पर निर्भर करता है; आधे सामान्य घंटे से अधिक उच्च वेतन को ट्रिगर करता है।
238,Half-day pay only,B,Incorrect - Compensation depends on pay basis; exceeding half normal hours triggers higher pay.,False,70,,,,9,56,Tidak betul - Pampasan bergantung kepada asas gaji; melebihi setengah jam biasa mencetuskan gaji yang lebih tinggi.,गलत - क्षतिपूर्ति भुक्तानी आधारमा निर्भर गर्दछ; आधा सामान्य घण्टा भन्दा बढी कम तलब।,ভুল - ক্ষতিপূরণ বেতন ভিত্তির উপর নির্ভর করে; অর্ধেক স্বাভাবিক ঘন্টা ছাড়িয়ে উচ্চ বেতনের ট্রিগার করে।,गलत - मुआवजा वेतन के आधार पर निर्भर करता है; आधे सामान्य घंटे से अधिक उच्च वेतन को ट्रिगर करता है।
239,1 day's wages (monthly/weekly) or 2 days (daily/hourly),C,Correct - Compensation depends on pay basis; exceeding half normal hours triggers higher pay.,True,70,,,,9,56,Betul - pampasan bergantung pada asas gaji; melebihi setengah jam biasa mencetuskan gaji yang lebih tinggi.,सही - क्षतिपूर्ति भुक्तान आधारमा निर्भर गर्दछ; आधा सामान्य घण्टा भन्दा बढी कम तलब।,সঠিক - ক্ষতিপূরণ বেতন ভিত্তির উপর নির্ভর করে; অর্ধেক স্বাভাবিক ঘন্টা ছাড়িয়ে উচ্চ বেতনের ট্রিগার করে।,सही - मुआवजा वेतन के आधार पर निर्भर करता है; आधे सामान्य घंटे से अधिक उच्च वेतन को ट्रिगर करता है।
240,Normal rate only,D,Incorrect - Compensation depends on pay basis; exceeding half normal hours triggers higher pay.,False,70,,,,9,56,Tidak betul - Pampasan bergantung kepada asas gaji; melebihi setengah jam biasa mencetuskan gaji yang lebih tinggi.,गलत - क्षतिपूर्ति भुक्तानी आधारमा निर्भर गर्दछ; आधा सामान्य घण्टा भन्दा बढी कम तलब।,ভুল - ক্ষতিপূরণ বেতন ভিত্তির উপর নির্ভর করে; অর্ধেক স্বাভাবিক ঘন্টা ছাড়িয়ে উচ্চ বেতনের ট্রিগার করে।,गलत - मुआवजा वेतन के आधार पर निर्भर करता है; आधे सामान्य घंटे से अधिक उच्च वेतन को ट्रिगर करता है।
241,Nothing,A,Incorrect - Next working day becomes a paid public holiday.,False,71,,,,9,57,Tidak betul - Hari kerja seterusnya menjadi cuti umum yang dibayar.,गलत - अर्को कार्य दिन एक भुक्तानी सार्वजनिक छुट्टी हुन्छ।,ভুল - পরবর্তী কার্যদিবস একটি বেতনভুক্ত পাবলিক ছুটিতে পরিণত হয়।,गलत - अगला कार्य दिवस एक भुगतान किया गया सार्वजनिक अवकाश बन जाता है।
242,Next working day becomes a paid holiday,B,Correct - Next working day becomes a paid public holiday.,True,71,,,,9,57,Betul - Hari kerja seterusnya menjadi cuti umum yang dibayar.,सही - अर्को कार्य दिन एक भुक्तानी सार्वजनिक छुट्टी हुन्छ।,সঠিক - পরবর্তী কার্যদিবসের দিনটি বেতনভুক্ত পাবলিক ছুটিতে পরিণত হয়।,सही - अगला कार्य दिवस एक भुगतान किया गया सार्वजनिक अवकाश बन जाता है।
243,Lose the holiday,C,Incorrect - Next working day becomes a paid public holiday.,False,71,,,,9,57,Tidak betul - Hari kerja seterusnya menjadi cuti umum yang dibayar.,गलत - अर्को कार्य दिन एक भुक्तानी सार्वजनिक छुट्टी हुन्छ।,ভুল - পরবর্তী কার্যদিবস একটি বেতনভুক্ত পাবলিক ছুটিতে পরিণত হয়।,गलत - अगला कार्य दिवस एक भुगतान किया गया सार्वजनिक अवकाश बन जाता है।
244,Take leave,D,Incorrect - Next working day becomes a paid public holiday.,False,71,,,,9,57,Tidak betul - Hari kerja seterusnya menjadi cuti umum yang dibayar.,गलत - अर्को कार्य दिन एक भुक्तानी सार्वजनिक छुट्टी हुन्छ।,ভুল - পরবর্তী কার্যদিবস একটি বেতনভুক্ত পাবলিক ছুটিতে পরিণত হয়।,गलत - अगला कार्य दिवस एक भुगतान किया गया सार्वजनिक अवकाश बन जाता है।
245,8 days,A,Incorrect - 14 days per year; higher entitlements for longer service/hospitalisation.,False,72,,,,9,59,Tidak betul - 14 hari setahun; kelayakan yang lebih tinggi untuk perkhidmatan/kemasukan ke hospital yang lebih lama.,गलत - 1 14 दिन प्रति वर्ष; लामो सेवा / अस्पताल भर्ना को लागी उच्च इ .्मेन्ट।,ভুল - প্রতি বছর 14 দিন; দীর্ঘ পরিষেবা/হাসপাতালে ভর্তির জন্য উচ্চতর এনটাইটেলমেন্ট।,गलत - प्रति वर्ष 14 दिन; लंबी सेवा/अस्पताल में भर्ती होने के लिए उच्च अधिकार।
246,14 days,B,Correct - 14 days per year; higher entitlements for longer service/hospitalisation.,True,72,,,,9,59,Betul - 14 hari setahun; kelayakan yang lebih tinggi untuk perkhidmatan/kemasukan ke hospital yang lebih lama.,सहि - 1 14 दिन प्रति वर्ष; लामो सेवा / अस्पताल भर्ना को लागी उच्च इ .्मेन्ट।,সঠিক - প্রতি বছর 14 দিন; দীর্ঘ পরিষেবা/হাসপাতালে ভর্তির জন্য উচ্চতর এনটাইটেলমেন্ট।,सही - प्रति वर्ष 14 दिन; लंबी सेवा/अस्पताल में भर्ती होने के लिए उच्च अधिकार।
247,18 days,C,Incorrect - 14 days per year; higher entitlements for longer service/hospitalisation.,False,72,,,,9,59,Tidak betul - 14 hari setahun; kelayakan yang lebih tinggi untuk perkhidmatan/kemasukan ke hospital yang lebih lama.,गलत - 1 14 दिन प्रति वर्ष; लामो सेवा / अस्पताल भर्ना को लागी उच्च इ .्मेन्ट।,ভুল - প্রতি বছর 14 দিন; দীর্ঘ পরিষেবা/হাসপাতালে ভর্তির জন্য উচ্চতর এনটাইটেলমেন্ট।,गलत - प्रति वर्ष 14 दिन; लंबी सेवा/अस्पताल में भर्ती होने के लिए उच्च अधिकार।
248,22 days,D,Incorrect - 14 days per year; higher entitlements for longer service/hospitalisation.,False,72,,,,9,59,Tidak betul - 14 hari setahun; kelayakan yang lebih tinggi untuk perkhidmatan/kemasukan ke hospital yang lebih lama.,गलत - 1 14 दिन प्रति वर्ष; लामो सेवा / अस्पताल भर्ना को लागी उच्च इ .्मेन्ट।,ভুল - প্রতি বছর 14 দিন; দীর্ঘ পরিষেবা/হাসপাতালে ভর্তির জন্য উচ্চতর এনটাইটেলমেন্ট।,गलत - प्रति वर्ष 14 दिन; लंबी सेवा/अस्पताल में भर्ती होने के लिए उच्च अधिकार।
249,Yes,A,Incorrect - Employers cannot keep passports; only proper authority can.,False,73,,,,10,63,Tidak betul - Majikan tidak boleh menyimpan pasport; Hanya kuasa yang betul boleh.,गलत - नियोक्ताहरूले राहदानी राख्न सक्दैन; केवल उचित अख्तियारले मात्र सक्छ।,ভুল - নিয়োগকর্তারা পাসপোর্ট রাখতে পারবেন না; শুধুমাত্র সঠিক কর্তৃপক্ষ পারে।,गलत - नियोक्ता पासपोर्ट नहीं रख सकते; केवल उचित प्राधिकरण कर सकते हैं।
250,No,B,Correct - Employers cannot keep passports; only proper authority can.,True,73,,,,10,63,Betul - Majikan tidak boleh menyimpan pasport; Hanya kuasa yang betul boleh.,सही - रोजगारदाताहरूले पासपोर्ट राख्न सक्दैन; केवल उचित अख्तियारले मात्र सक्छ।,সঠিক - নিয়োগকর্তারা পাসপোর্ট রাখতে পারবেন না; শুধুমাত্র সঠিক কর্তৃপক্ষ পারে।,सही - नियोक्ता पासपोर्ट नहीं रख सकते; केवल उचित प्राधिकरण कर सकते हैं।
251,Employer,A,Incorrect - Only the worker or proper authority.,False,74,,,,10,63,Tidak betul - Hanya pekerja atau pihak berkuasa yang betul.,गलत - केवल कामदार वा उचित अधिकार।,ভুল - কেবল শ্রমিক বা যথাযথ কর্তৃপক্ষ।,गलत - केवल कार्यकर्ता या उचित अधिकार।
252,You and immigration authority with legal approval,B,Correct - Only the worker or proper authority.,True,74,,,,10,63,Betul - hanya pekerja atau kuasa yang betul.,सहि - केवल कामदार वा उचित अधिकार।,সঠিক - কেবল শ্রমিক বা যথাযথ কর্তৃপক্ষ।,सही - केवल कार्यकर्ता या उचित अधिकार।
253,Supervisor,C,Incorrect - Only the worker or proper authority.,False,74,,,,10,63,Tidak betul - Hanya pekerja atau pihak berkuasa yang betul.,गलत - केवल कामदार वा उचित अधिकार।,ভুল - কেবল শ্রমিক বা যথাযথ কর্তৃপক্ষ।,गलत - केवल कार्यकर्ता या उचित अधिकार।
254,Recruitment agent,D,Incorrect - Only the worker or proper authority.,False,74,,,,10,63,Tidak betul - Hanya pekerja atau pihak berkuasa yang betul.,गलत - केवल कामदार वा उचित अधिकार।,ভুল - কেবল শ্রমিক বা যথাযথ কর্তৃপক্ষ।,गलत - केवल कार्यकर्ता या उचित अधिकार।
255,Yes,A,Incorrect - Still illegal; passport must remain with worker.,False,75,,,,10,63,Tidak betul - masih menyalahi undang -undang; Pasport mesti kekal dengan pekerja.,गलत - अझै अवैध; पासपोर्ट कामदारसँग रहनु पर्छ।,ভুল - এখনও অবৈধ; পাসপোর্ট অবশ্যই শ্রমিকের সাথে থাকতে হবে।,गलत - अभी भी अवैध; पासपोर्ट कार्यकर्ता के साथ रहना चाहिए।
256,No,B,Correct - Still illegal; passport must remain with worker.,True,75,,,,10,63,Betul - masih haram; Pasport mesti kekal dengan pekerja.,सही - अझै अवैध; पासपोर्ट कामदारसँग रहनु पर्छ।,সঠিক - এখনও অবৈধ; পাসপোর্ট অবশ্যই শ্রমিকের সাথে থাকতে হবে।,सही - अभी भी अवैध; पासपोर्ट कार्यकर्ता के साथ रहना चाहिए।
257,Allowed,A,Incorrect - It is unlawful.,False,76,,,,10,63,Tidak betul - ia menyalahi undang -undang.,गलत - यो गैरकानूनी छ।,ভুল - এটি বেআইনী।,गलत - यह गैरकानूनी है।
