org_id,org_name,service_type,org_email,org_descr_en,state_code,org_url,org_phone_no,org_address,operation_hour,org_en,tag
994,Klinik Kesihatan Beluru,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-574 3216,"Beluru (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Beluru Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
995,Klinik Kesihatan Lio Mato,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-577 6003,"Kampung Lio Mato (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Lio Mato Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
996,Klinik Kesihatan Long Banga,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-577 6008,"Rumah Panjang Long Banga (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Long Banga Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
997,Klinik Kesihatan Long Bedian,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+601-129 5192,"Rumah Panjang Long Bedian (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Long Bedian Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
998,Klinik Kesihatan Long Bemang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-577 3005,"Rumah Panjang Long Bemang (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Long Bemang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
999,Klinik Kesihatan Long Jeeh,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+6013-286 5602,"Kampung Long Jeeh (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Long Jeeh Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1000,Klinik Kesihatan Long Jegan,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,No contact number,"Kampung Long Jegan (D/A Peg. Kesihatan Daerah, Daerah Baram, Jalan Hospital, Baram), 98050 Baram, Marudi",,Long Jegan Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1001,Klinik Kesihatan Long Kevok,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+6013-286 5608,"Kampung Long Kevok (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Long Kevok Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1002,Klinik Kesihatan Long Lama,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-575 5511,"Kampung Long Lama (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Long Lama Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1003,Klinik Kesihatan Long Lellang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-575 5511,"Kampung Long Lellang (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Long Lellang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1004,Klinik Kesihatan Long Loyang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+601-129 5191,"Kampung Long Loyang (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Long Loyang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1005,Klinik Kesihatan Long Miri,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+6013-286 5606,"Kampung Long Miri (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Long Miri Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1006,Klinik Kesihatan Long Moh,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-547 4722,"Kampung Long Moh (Pej. Kesihatan Bahagian Miri), 98050 Baram, Marudi",,Long Moh Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1007,Klinik Kesihatan Long Naah,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+6013-286 5604,"Kampung Long Naah (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Long Naah Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1008,Klinik Kesihatan Long Panai,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-577 0100,"Kampung Long Panai (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Long Panai Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1009,Klinik Kesihatan Long Pillah,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+6013-286 5605,"Kampung Long Pilah (D/A Peg. Kesihatan Daerah, Daerah Baram, Jalan Hospital, Baram), 98050 Baram, Marudi",,Long Pillah Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1010,Klinik Kesihatan Long San,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+6013-286 5610,"Kampung Long San (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital, Baram), 98050 Baram, Marudi",,Long San Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1011,Klinik Kesihatan Long Seridan,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-547 4722,"Kampung Long Seridan (Pej. Kesihatan Bahagian, Bahagian Miri), 98000 Baram, Marudi",,Long Seridan Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1012,Klinik Kesihatan Long Teran,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,No contact number,"Kampung Long Teran (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Long Teran Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1013,Klinik Kesihatan Long Teru,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-577 5100,"Kampung Long Teru (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Long Teru Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1014,Klinik Kesihatan Pa'Dalih,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-575 5511,"Jalan Kayu Balak (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Pa'Dalih Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1015,Klinik Kesihatan Taman Negara Mulu,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-579 2115,"Taman Negara Mulu (D/A Peg. Kesihatan Daerah, Daerah Baram, Jalan Hospital, Baram), 98050 Baram, Marudi",,Taman Negara Mulu Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1016,Klinik Kesihatan Ulu Teru,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+6013-286 5607,"Ulu Teru (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi",,Ulu Teru Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1017,Klinik Kesihatan Kuala Igan,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-484 8306,"Kampung Igan, 96300 Daro, Matu",,Kuala Igan Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1018,Klinik Kesihatan Kuala Matu,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-480 7618,"Kampung Kuala Matu, 96250 Matu, Matu",,Kuala Matu Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1019,Klinik Kesihatan Matu,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-483 2236,"Pekan Matu, 96000 Matu, Matu",,Matu Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1020,Klinik Kesihatan Nanga Passin,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+601-721 0000,"Kampung Nanga Passin (D/A Peg. Kesihatan Bahagian Sibu, Wisma Persekutuan, Persiaran Brooke, Sibu), 96000 Matu, Matu",,Nanga Passin Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1021,Klinik Kesihatan Rassau,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+6010-877 1382,"Batang Air, Kampung Rasau (D/A Peg. Kesihatan Bahagian Sibu, Wisma Persekutuan, Persiaran Brooke), 96000 Matu, Matu",,Rassau Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1022,Klinik Kesihatan Tian,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-483 2733,"Kampung Tian, 96250 Matu, Matu",,Tian Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1023,Klinik Kesihatan Bintangor,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-469 3333,"Pekan Bintagor, 96500 Bintangor, Meradong",,Bintangor Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1024,Klinik Kesihatan Batu Niah,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-573 7710,"Batu Niah, 98200 Batu Niah, Miri",,Batu Niah Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1025,Klinik Kesihatan Tudan,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-565 4404,"Jalan Tudan Permyjaya, 98100 Lutong, Miri",,Tudan Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1026,Klinik Kesihatan Bandar Miri,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-541 2322,"Bandar Miri, Jalan Merbau, 98000 Miri, Miri",,Bandar Miri Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1027,Klinik Kesihatan Bekenu,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-571 9003,"Kampung Bekenu, 98150 Miri, Miri",,Bekenu Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1028,Klinik Kesihatan Jambatan Suai,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-547 4722,"Jambatan Suai (Pej. Kesihatan Bahagian Miri), 98000 Miri, Miri",,Jambatan Suai Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1029,Klinik Kesihatan Suai Tegageng,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-574 0047,"Kampung Suai Tegageng (D/A Pej. Kesihatan Bahagian Miri, Jalan Temenggong Oyong Lawai Jau), 98000 Niah, Miri",,Suai Tegageng Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1030,Klinik Kesihatan Tun Haji Openg,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-542 4722,"Jalan Tun Haji Openg (D/A Pej. Kesihatan Bahagian Miri, Jalan Temenggong Oyong Lawai Jau), 98000 Sibuti, Miri",,Tun Haji Openg Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1031,Klinik Kesihatan Ladang Tiga,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-549 6001,"Pekan Ladang Tiga (D/A Peg. Kesihatan Bahagian Miri, Jalan Temenggong Oyong Lawai Jau), 98000 Subis, Miri",,Ladang Tiga Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1032,Klinik Kesihatan Kampung Teh,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-480 5733,"Kampung Teh , 96300 Dalat, Mukah",,Kampung Teh Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1033,Klinik Kesihatan Medong,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-486 6236,"Desa Medong, 96300 Dalat, Mukah",,Medong Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1034,Klinik Kesihatan Balingian,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-448 4146,"Balingan (D/A Peg. Kesihatan Bahagian Mukah), 96400 Mukah, Mukah",,Balingian Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1035,Klinik Kesihatan Kuala Balingian,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-448 4265,"Kampung Kuala Balingan, 96400 Mukah, Mukah",,Kuala Balingian Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1036,Klinik Kesihatan Ladang Sawit,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-480 5166,"Kampung Ladang Sawit (D/A Pegawai Kesihatan Bahagian Mukah), 96400 Mukah, Mukah",,Ladang Sawit Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1037,Klinik Kesihatan Nanga Taroh,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+601-125 7484,"Kampung Nanga Taroh (D/A Peg. Kesihatan Bahagian Mukah), 96400 Ng. Baoh, Mukah",,Nanga Taroh Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1038,Klinik Kesihatan Nanga Entaih,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-477 5501,"Kampung Entaih, 96510 Pakan, Pakan",,Nanga Entaih Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1039,Klinik Kesihatan Nanga Kara,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-477 5502,"Kampung Nanga Kara, 96150 Pakan, Pakan",,Nanga Kara Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1040,Klinik Kesihatan Nanga Wak,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-343 4008,"Kampung Wak, 96150 Pakan, Pakan",,Nanga Wak Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1041,Klinik Kesihatan Pakan,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,https://www.facebook.com/KKPAKAN/,+608-471 9226,"Pekan Pakan, 96150 Pakan, Pakan",Monday-Friday 08:00-17:00,Pakan Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1042,Klinik Kesihatan Kota Samarahan,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-267 3626,"Jalan Datuk Muhamad Musa, 94300 Kota Samarahan, Samarahan",,Kota Samarahan Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1043,Klinik Kesihatan Sambir,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-243 6384,"Kampung Sambir, 94300 Kota Samarahan, Samarahan",,Sambir Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1044,Klinik Kesihatan Kabong,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-341 1211,"Kabong, 94650 Betong, Saratok",,Kabong Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1045,Klinik Kesihatan Nanga Atoi,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-356 7400,"Kampung Nanga Atoi, 95400 Kalaka, Saratok",,Nanga Atoi Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1046,Klinik Kesihatan Nanga Budu,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-358 9300,"Kampung Nanga Budu, 95400 Kalaka, Saratok",,Nanga Budu Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1047,Klinik Kesihatan Nyabor,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-341 1068,"Kampung Nyabor, Roban, 95300 Kalaka, Saratok",,Nyabor Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1048,Klinik Kesihatan Roban,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-342 7244,"Pekan Kechil Roban, 95300 Kalaka, Saratok",,Roban Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
1049,Klinik Kesihatan Balai (Bakam),Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",13,No URL,+608-465 1077,"Balai (Peg. Kesihatan Bahagian Sarikei, Wisma Persekutuan, Sarikei), 96100 Sarikei, Sarikei",,Balai (Bakam) Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
